theta1,theta2,w1,w2
-0.6236285182,-1.0127305185,0.7795417546,-2.2694957555
-0.6157637278,-1.0350624791,0.7925842218,-2.195345482
-0.6077766412,-1.0566377374,0.8041812456,-2.1183754492
-0.5996799337,-1.0774302712,0.8146688352,-2.038996957
-0.5914831205,-1.0974179313,0.8243421286,-1.957572447
-0.5831929726,-1.1165819461,0.833454934,-1.8744154219
-0.5748139281,-1.1349064379,0.8422207947,-1.7897922809
-0.5663484862,-1.1523779641,0.8508151025,-1.7039254546
-0.5577975768,-1.1689850959,0.8593778592,-1.6169973246
-0.5491608989,-1.1847180388,0.8680167708,-1.5291545263
-0.5404372282,-1.1995682967,0.8768104405,-1.4405123369
-0.5316246918,-1.2135283805,0.885811494,-1.3511589418
-0.5227210129,-1.2265915578,0.895049531,-1.2611594491
-0.5137237269,-1.2387516413,0.9045338387,-1.1705595742
-0.5046303715,-1.2500028126,0.9142558368,-1.0793889615
-0.4954386538,-1.2603394773,0.924191246,-0.987664136
-0.4861465973,-1.2697561473,0.9343019886,-0.8953910984
-0.4767526708,-1.2782473478,0.9445378369,-0.8025675838
-0.4672559027,-1.2858075453,0.9548378335,-0.7091850163
-0.457655981,-1.2924310935,0.9651315081,-0.6152301867
-0.4479533434,-1.2981121945,0.9753399164,-0.5206866846
-0.438149257,-1.3028448736,0.9853765265,-0.4255361123
-0.4282458903,-1.3066229648,0.995147976,-0.329759105
-0.4182463777,-1.3094401062,1.0045547217,-0.2333361791
-0.4081548785,-1.3112897421,1.0134916019,-0.1362484259
-0.3979766304,-1.3121651321,1.0218483281,-0.0384780664
-0.3877179984,-1.312059365,1.0295099225,0.0599911218
-0.3773865199,-1.3109653759,1.0363571152,0.1591734963
-0.3669909452,-1.3088759663,1.0422667119,0.2590813534
-0.3565412756,-1.3057838255,1.0471119445,0.3597248389
-0.3460487968,-1.3016815518,1.0507628111,0.4611119635
-0.33552611,-1.2965616743,1.0530864156,0.5632487202
-0.3249871589,-1.2904166715,1.0539473105,0.6661393036
-0.3144472536,-1.2832389883,1.0532078501,0.7697864301
-0.3039230907,-1.2750210489,1.0507285577,0.8741917596
-0.2934327698,-1.2657552649,1.0463685083,0.9793564167
-0.282995806,-1.2554340379,1.0399857331,1.0852816115
-0.2726331383,-1.2440497552,1.0314376438,1.191969356
-0.2623671335,-1.231594778,1.0205814821,1.2994232729
-0.2522215857,-1.2180614211,1.007274795,1.4076494882
-0.2422217109,-1.2034419231,0.9913759414,1.5166575975
-0.2323941361,-1.1877284066,0.9727446331,1.6264616903
-0.2227668829,-1.1709128284,0.9512425228,1.7370814109
-0.2133693454,-1.1529869182,0.9267338489,1.8485430259
-0.2042322604,-1.1339421073,0.8990861617,1.9608804563
-0.195387671,-1.1137694469,0.8681711584,2.0741362222
-0.1868688801,-1.0924595177,0.8338656746,2.1883622225
-0.178710394,-1.0700023332,0.7960528933,2.3036202525
-0.1709478518,-1.0463872382,0.7546238618,2.4199821246
-0.1636179388,-1.0216028099,0.7094794407,2.5375292128
-0.1567582766,-0.9956367662,0.660532853,2.6563511809
-0.1504072855,-0.9684758915,0.6077130648,2.7765435735
-0.1446040072,-0.9401059933,0.5509693048,2.8982038428
-0.1393878764,-0.9105119082,0.4902771324,3.0214252488
-0.1347984223,-0.8796775803,0.4256465853,3.1462878951
-0.130874877,-0.847586246,0.3571330876,3.2728459594
-0.1276556587,-0.8142207691,0.2848519604,3.4011099332
-0.1251776894,-0.7795641806,0.2089975356,3.5310224505
-0.1234754964,-0.7436004968,0.1298679789,3.662426094
